GeoFips,GeoName,LineCode,Description,2020
19000,Iowa,77,"        Performing arts, spectator sports, museums, and related activities",264.1
19000,Iowa,78,"        Amusement, gambling, and recreation industries",495.1
19000,Iowa,79,      Accommodation and food services,2731
19000,Iowa,80,        Accommodation,800.6
19000,Iowa,81,        Food services and drinking places,1924.9
19000,Iowa,82,    Other services (except government and government enterprises),2958.5
19000,Iowa,83,  Government and government enterprises,18795.9
19000,Iowa,84,    Federal civilian,2109.9
19000,Iowa,85,    Military,820.5
19000,Iowa,86,    State and local,15881.7
19000,Iowa,,Addenda:,
19000,Iowa,87,Natural resources and mining,12344.4
19000,Iowa,88,Trade,19354.3
19000,Iowa,89,Transportation and utilities,7944.5
19000,Iowa,90,Manufacturing and information,34256.9
19000,Iowa,91,Private goods-producing industries 2/,47603.5
19000,Iowa,92,Private services-providing industries 3/,102856.8
20000,Kansas,1,All industry total,156770.1
20000,Kansas,2,  Private industries,138361.8
20000,Kansas,3,"    Agriculture, forestry, fishing and hunting",6789.1
20000,Kansas,4,      Farms,6413.1
20000,Kansas,5,"      Forestry, fishing, and related activities",396.4
20000,Kansas,6,"    Mining, quarrying, and oil and gas extraction",1969.3
20000,Kansas,7,      Oil and gas extraction,1479.2
20000,Kansas,8,      Mining (except oil and gas),464
20000,Kansas,9,      Support activities for mining,152.1
20000,Kansas,10,    Utilities,2628.8
20000,Kansas,11,    Construction,5037.3
20000,Kansas,12,    Manufacturing,25222.8
20000,Kansas,13,      Durable goods manufacturing,11292.6
20000,Kansas,14,        Wood product manufacturing,129.8
20000,Kansas,15,        Nonmetallic mineral product manufacturing,528.7
20000,Kansas,16,        Primary metal manufacturing,262.9
20000,Kansas,17,        Fabricated metal product manufacturing,1153.4
20000,Kansas,18,        Machinery manufacturing,1543.8
20000,Kansas,19,        Computer and electronic product manufacturing,976.4
20000,Kansas,20,"        Electrical equipment, appliance, and component manufacturing",470.5
20000,Kansas,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",758.7
20000,Kansas,22,        Other transportation equipment manufacturing,5071
20000,Kansas,23,        Furniture and related product manufacturing,174.8
20000,Kansas,24,        Miscellaneous manufacturing,312.2
20000,Kansas,25,      Nondurable goods manufacturing,14219.1
20000,Kansas,26,        Food and beverage and tobacco product manufacturing,5716.6
20000,Kansas,27,        Textile mills and textile product mills,53.3
20000,Kansas,28,"        Apparel, leather, and allied product manufacturing",19.8
20000,Kansas,29,        Paper manufacturing,242.9
20000,Kansas,30,        Printing and related support activities,818.6
20000,Kansas,31,        Petroleum and coal products manufacturing,5122.4
20000,Kansas,32,        Chemical manufacturing,1660.9
20000,Kansas,33,        Plastics and rubber products manufacturing,838.9
20000,Kansas,34,    Wholesale trade,10301.5
20000,Kansas,35,    Retail trade,9522.1
20000,Kansas,36,    Transportation and warehousing,5352.8
20000,Kansas,37,      Air transportation,28.7
20000,Kansas,38,      Rail transportation,1200.4
20000,Kansas,39,      Water transportation,1.2
20000,Kansas,40,      Truck transportation,1534.9
20000,Kansas,41,      Transit and ground passenger transportation,135.8
20000,Kansas,42,      Pipeline transportation,481.3
20000,Kansas,43,      Other transportation and support activities,1029
20000,Kansas,44,      Warehousing and storage,1001.3
20000,Kansas,45,    Information,5275.6
20000,Kansas,46,      Publishing industries (except Internet),1037
20000,Kansas,47,      Motion picture and sound recording industries,70.6
20000,Kansas,48,      Broadcasting (except Internet) and telecommunications,3435.7
20000,Kansas,49,"      Data processing, hosting, and other information services",705.1
20000,Kansas,50,"    Finance, insurance, real estate, rental, and leasing",30199.6
20000,Kansas,51,      Finance and insurance,7908.1
20000,Kansas,52,"        Monetary Authorities- central bank, credit intermediation, and related services",2096.8
20000,Kansas,53,"        Securities, commodity contracts, and other financial investments and related activities",758.9
20000,Kansas,54,        Insurance carriers and related activities,4890.5
20000,Kansas,55,"        Funds, trusts, and other financial vehicles",250.3
20000,Kansas,56,      Real estate and rental and leasing,22434.9
20000,Kansas,57,        Real estate,13539.2
20000,Kansas,58,        Rental and leasing services and lessors of nonfinancial intangible assets,9614.1
20000,Kansas,59,    Professional and business services,17435.1
20000,Kansas,60,"      Professional, scientific, and technical services",8873.3
20000,Kansas,61,        Legal services,756.4
20000,Kansas,62,        Computer systems design and related services,2562.7
20000,Kansas,63,"        Miscellaneous professional, scientific, and technical services",5634.9
20000,Kansas,64,      Management of companies and enterprises,4370.5
20000,Kansas,65,      Administrative and support and waste management and remediation services,4331.4
20000,Kansas,66,        Administrative and support services,4065.5
20000,Kansas,67,        Waste management and remediation services,266.8
20000,Kansas,68,"    Educational services, health care, and social assistance",12294.2
20000,Kansas,69,      Educational services,826.9
20000,Kansas,70,      Health care and social assistance,11484.9
20000,Kansas,71,        Ambulatory health care services,5594.2
20000,Kansas,72,        Hospitals,3763.5
20000,Kansas,73,        Nursing and residential care facilities,1287.3
20000,Kansas,74,        Social assistance,867.5
20000,Kansas,75,"    Arts, entertainment, recreation, accommodation, and food services",3217.9
20000,Kansas,76,"      Arts, entertainment, and recreation",578.6
20000,Kansas,77,"        Performing arts, spectator sports, museums, and related activities",111
20000,Kansas,78,"        Amusement, gambling, and recreation industries",467
20000,Kansas,79,      Accommodation and food services,2639.1
20000,Kansas,80,        Accommodation,402.2
20000,Kansas,81,        Food services and drinking places,2223.3
20000,Kansas,82,    Other services (except government and government enterprises),2910.7
20000,Kansas,83,  Government and government enterprises,18556.5
20000,Kansas,84,    Federal civilian,2790.3
20000,Kansas,85,    Military,2579
20000,Kansas,86,    State and local,13192.5
20000,Kansas,,Addenda:,
20000,Kansas,87,Natural resources and mining,8951.8
20000,Kansas,88,Trade,19829.4
20000,Kansas,89,Transportation and utilities,7969.4
20000,Kansas,90,Manufacturing and information,30765.3
20000,Kansas,91,Private goods-producing industries 2/,39038.4
20000,Kansas,92,Private services-providing industries 3/,99392.9
21000,Kentucky,1,All industry total,185535.1
21000,Kentucky,2,  Private industries,162010.6
21000,Kentucky,3,"    Agriculture, forestry, fishing and hunting",4048.2
21000,Kentucky,4,      Farms,3562.9
21000,Kentucky,5,"      Forestry, fishing, and related activities",486.2
21000,Kentucky,6,"    Mining, quarrying, and oil and gas extraction",2034.3
21000,Kentucky,7,      Oil and gas extraction,469.6
21000,Kentucky,8,      Mining (except oil and gas),1564
21000,Kentucky,9,      Support activities for mining,166.7
21000,Kentucky,10,    Utilities,3289.9
21000,Kentucky,11,    Construction,5956.3
21000,Kentucky,12,    Manufacturing,34981.4
21000,Kentucky,13,      Durable goods manufacturing,18849.7
21000,Kentucky,14,        Wood product manufacturing,525.6
21000,Kentucky,15,        Nonmetallic mineral product manufacturing,730.1
21000,Kentucky,16,        Primary metal manufacturing,3298.9
21000,Kentucky,17,        Fabricated metal product manufacturing,1940.3
21000,Kentucky,18,        Machinery manufacturing,1716.1
21000,Kentucky,19,        Computer and electronic product manufacturing,948.2
21000,Kentucky,20,"        Electrical equipment, appliance, and component manufacturing",1831.4
21000,Kentucky,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",6918.7
21000,Kentucky,22,        Other transportation equipment manufacturing,483.9
21000,Kentucky,23,        Furniture and related product manufacturing,230.4
21000,Kentucky,24,        Miscellaneous manufacturing,395.1
21000,Kentucky,25,      Nondurable goods manufacturing,16106.1
21000,Kentucky,26,        Food and beverage and tobacco product manufacturing,6856.8
21000,Kentucky,27,        Textile mills and textile product mills,113.6
21000,Kentucky,28,"        Apparel, leather, and allied product manufacturing",56.9
21000,Kentucky,29,        Paper manufacturing,1226.3
21000,Kentucky,30,        Printing and related support activities,567.4
21000,Kentucky,31,        Petroleum and coal products manufacturing,3344.3
21000,Kentucky,32,        Chemical manufacturing,2378.4
21000,Kentucky,33,        Plastics and rubber products manufacturing,1795.3
21000,Kentucky,34,    Wholesale trade,13622.3
21000,Kentucky,35,    Retail trade,11866
21000,Kentucky,36,    Transportation and warehousing,8426.1
21000,Kentucky,37,      Air transportation,225.9
21000,Kentucky,38,      Rail transportation,450.4
21000,Kentucky,39,      Water transportation,375.5
21000,Kentucky,40,      Truck transportation,1853.8
21000,Kentucky,41,      Transit and ground passenger transportation,104
21000,Kentucky,42,      Pipeline transportation,159.3
21000,Kentucky,43,      Other transportation and support activities,3454.7
21000,Kentucky,44,      Warehousing and storage,1891.7
21000,Kentucky,45,    Information,5362.6
21000,Kentucky,46,      Publishing industries (except Internet),710.5
21000,Kentucky,47,      Motion picture and sound recording industries,67.4
21000,Kentucky,48,      Broadcasting (except Internet) and telecommunications,3728.6
21000,Kentucky,49,"      Data processing, hosting, and other information services",864.7
21000,Kentucky,50,"    Finance, insurance, real estate, rental, and leasing",29865.8
21000,Kentucky,51,      Finance and insurance,10184.8
21000,Kentucky,52,"        Monetary Authorities- central bank, credit intermediation, and related services",2931.8
21000,Kentucky,53,"        Securities, commodity contracts, and other financial investments and related activities",906.3
21000,Kentucky,54,        Insurance carriers and related activities,6493
21000,Kentucky,55,"        Funds, trusts, and other financial vehicles",43.9
21000,Kentucky,56,      Real estate and rental and leasing,19613.3
21000,Kentucky,57,        Real estate,18199
21000,Kentucky,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1426.5
21000,Kentucky,59,    Professional and business services,16815
21000,Kentucky,60,"      Professional, scientific, and technical services",8117.9
21000,Kentucky,61,        Legal services,1259.1
21000,Kentucky,62,        Computer systems design and related services,1756.1
21000,Kentucky,63,"        Miscellaneous professional, scientific, and technical services",5164.7
21000,Kentucky,64,      Management of companies and enterprises,3098.2
21000,Kentucky,65,      Administrative and support and waste management and remediation services,5625.6
21000,Kentucky,66,        Administrative and support services,5156.4
21000,Kentucky,67,        Waste management and remediation services,471
21000,Kentucky,68,"    Educational services, health care, and social assistance",17424.3
21000,Kentucky,69,      Educational services,1107
21000,Kentucky,70,      Health care and social assistance,16334.6
21000,Kentucky,71,        Ambulatory health care services,8190.2
21000,Kentucky,72,        Hospitals,5705.5
21000,Kentucky,73,        Nursing and residential care facilities,1477.5
